BV1VA411w7jG 【亮记生物鉴定】网络热传生物鉴定34
BV1Kr4y127SL 【白苏叶】白苏和紫苏一样吗？千万别混淆！
BV1vh411n7AB 相恋30天就为爱鼓掌，这样做真的好吗？
BV1gP4y157fv （2021/11/10）千萬不要錯過，將會徹底改變世界的元宇宙 老高與小茉 Mr &amp; Mrs Gao
BV1iq4y1N7WS 日本人的祖先究竟是不是中国人？看似长相一样，中日韩其实大不同！
BV14Q4y1k7i5 【1080P高清】天舟三号货运飞船发射全程完整回顾
BV1Tq4y16786 如何拒绝诺贝尔奖而不引起公众关注？
BV1PM4y1P7Dh 世界上最早的国旗
BV1JL4y187vf 如何拥有人类高质量精子？越来越多人不达标！@油兔不二字幕组
BV1er4y1Q73W 全世界“脾气”最大的树，摸不得，砍不得，烧不得，敢动要你命
BV1m3411r7CR 嘴唇的四种颜色，警惕疾病信号！
BV1q44y1t7uA 来自60亿公里外冥王星的影像，神秘的星球，天文学家的错误！
BV1u34y1m7QS 两个圆直径不同为什么滚过一周的距离相同？
BV1bf4y1J7ew 盘点世界上最奇葩的4个酒店！翻个身就是万丈深渊，你敢去住吗？
BV1sb4y187Y4 该如何科学超光速？切伦科夫辐射
BV1cf4y1c7Ft 蜥蜴吃大象，岛屿动物真的会缩小或者增大吗？
BV1dR4y1t7aF 2030中国登月（下）介绍中国新型的载人飞船和登月舱，还有新型火箭。让欣哥先为大家圆一个中国人登月的梦想
BV19v411M7uh 伊朗军购正式落地，总价值或数百亿美元？歼10出局，俄已摘得桂冠
BV1eh41187vJ 【趣网】从炸药到伟哥？蓝色小药丸究竟如何而来？
BV1CS4y197xY 年轻人得癌症为什么发展比老年人快？我们应该注意什么
BV1hf4y1T7mh 狼鱼被人切掉身体，只剩丑陋的头部，竟还能一口咬爆可乐罐
BV1TT4y1d7Dd 地球并不是圆的？数百万人坚信，地球其实是平的
BV1rw411f7NQ M型恒星的历史
BV1eQ4y1m77T 胰腺癌患者身体虚弱，家属急寻治疗方案，医生：这种情况难以治疗
BV1Wf4y1E7uJ 混沌动力系统：在弹球中的混音
BV1Jb4y1t7gE 5点看隐适美好还是钢牙好？
BV1rL4y1i77U 为何有时尿出的尿柱，会呈“麻花状”下落？从科学的角度分析
BV1Rh411H75x ”春药“到底存不存在！
BV1dq4y1z7py 因吹的太好，美国“战忽局”，反而成了美国军工的噩梦
BV1uQ4y1z7Vu 全国身份证代码，按顺时针转
BV1c3411k7bC 同房的时候总是有血丝，体检应该查什么？
BV1QL4y1v7LM 稻田养鱼是一场骗局？养出来的鲤鱼50元一斤，为啥还赔钱？
BV1Fr4y1k7yd 我是清华首届人工智能班的旭旭，我的B站处女作想劝你学AI
BV1Av411u7MV 让川普羞怒的一场空难，189人的飞机在海上坠毁，纪录片《空中浩劫》
BV1og411c7eJ 神奇的发电方式，巴西为何要在海边放两个“大圆饼”？什么原理？
BV1uL41147Dx 湿不了，找找下面5个原因！
BV1hQ4y1S77y 吞安眠药自杀，会有多痛苦？
BV1G34y1R78P 最快30分钟杀死癌细胞 抗癌药BNCT硼药在重庆完成中试 文字来源：上游新闻 ©文字版权归原作者所有
BV1zv411u7iJ 【豨莶草】祛风湿！中医必学的药材！
BV1UQ4y1k7La （2021/9/22）只要八萬美元就可以永生，把所有難題交給未來 老高與小茉 Mr &amp; Mrs Gao
BV1cL411x7CP &quot;俄罗斯轮盘赌&quot;让俄罗斯人背上了一口“大锅”
BV1kP4y1G7Bd 男人的乳头到底有啥用？
BV1ag411N7Vx 中日航天技术谁更强？中国网友一句话，日本网友直接蚌埠住了！
BV1vL4y1q78L 大学生发明新型台球桌，击球轨迹一目了然，像是“开挂”一样！
BV1nP4y1a7kB 花6万美元跟喵星人学习，就为上了太空能翻身！
BV1H34y1m7Kq 吐槽网络热门龟类两爬营销号视频【五】
BV13Q4y1Q7Jn 绿孔雀——逼停十亿水电站项目背后的“百鸟之王”
BV1uP4y1b75g 实拍变性全程：将男性生殖器变成女性生殖器的全过程@油兔不二字幕组
BV1yv411M7SK 国外小伙闲得无聊，将1000℃铝水倒入沙盒，竟意外获得“手枪”
BV16b4y1t7F3 为什么非洲人宁愿渴死也不挖井，饿死也不种田？它们食物从哪来？
BV1CU4y1w79F 史前十类巨兽排行，很难相信它们曾在地球出现过,有个活到了今天
BV1fT4y197o4 【日照补牙】你的牙上有黑线吗？动画演示如何治疗龋齿~
BV1Mf4y1P7PA 自然通风冷却塔的工作原理（堆栈效应）
BV1EQ4y1q7c4 渔夫也威武！植龙爆杀劳氏鳄
BV1Sg411P7Wp 超解压视频，洗牙不得不说的秘密，牙菌斑感色剂的运用
BV1uL4y1q7Fi 【天文地理】太阳系内各卫星上遥望母星
BV19f4y177Zi 印度空军列城基地
BV1Dh411p71W 牙医科普｜下颌后缩的林依晨，下巴是怎么长出来的？
BV1CT4y1o7MS 男子屁股脓包连成窦道 毛囊闭锁四联征都有了
BV1hq4y1u73B 【一枝黄花】这才是：正儿八经的一枝黄花！
BV1bg411c73v 飞船返回地球穿越大气层时有高温，为什么升空时没有？
BV1sq4y1Z7o7 颜色鲜艳的蘑菇都是毒蘑菇吗？
BV1wR4y1E7T1 【基础知识】胰腺解剖，胰头、钩突、胰颈，肝脏增强各期如何快速识别。适用于影像入门和临床医生。
BV1Yb4y1a7iZ 在蚂后突然死亡后，蚁群会怎么样呢？说出来你都不相信！
BV1S3411y7Hf 长相奇葩的马头老海蛇卡布罗龙已被证实存在？——它是海牛？海龙？还是……？
BV11U4y1c73t 神奇的“水顶球”，为何将球放在水柱上，就可持续旋转而不掉落？
BV1k44y147Ca 【名场面】十一年前的今天，嫦娥二号开启奔月之旅
BV1kb4y1y7CJ 就这，你就是高度散光了？！散光度数高怎么办？【被散光问题顶满了】
BV1ir4y127pS 如何从一吨的电子垃圾中提取出150克重的黄金
BV1jQ4y1q7Wd 反洗钱知识宣传2
BV17q4y1N7LK 中药炮制 苍术 是药也是香
BV1LL411G7UP 翻译翻译 什么叫火力支援
BV1vQ4y1z7XP 施一公：杨振宁先生于我亦师亦友亦同道，希望相约西湖大学十周年
BV1gL411s7rt 神奇的克莱因瓶，能装下一个地球的水！
BV1sT4y1d7QS 鼠标在移动时发生了什么？
BV1a3411k7dG 直击南昌舰损管训练
BV1234y1D7Lb 【杨希川教授】皮肤科医生的日常，原来他们是这样护肤的
BV1d44y187fz 硬盘损坏不识别怎么修？老师傅教你 其实很简单
BV1jQ4y1y79q 地外生命都市传说的起源，骷髅会光明会都不是幕后大佬，彼尔德伯格组织才是真正的幕后大佬
BV1jL41147q6 将热得快放进液氮中会怎样？老外亲测，网友：不是一个级别！
BV1k3411y71y 厕所里的坏习惯 不用想你至少有一个
BV1o64y1a76n 不想用避孕套，还能用什么方法避孕呢？
BV1b64y1Y7PN 自救大于抢救？为什么代偿机制被称为最佳保命机制？
BV1WQ4y1h7Uw 【中科大天文教授】宇宙有尽头吗？宇宙是由什么组成的？
BV1Fg411F76c 趣味实验-将火山岩浆和液氮分别淋到水球上会发生什么？
BV1zL41147kR 【摩登动物小剧场】袋熊的便便为什么是方的？
BV1PQ4y1B7C1 用剪刀咔嚓剪断铁线虫，它还能不能活下来
BV1jv411u71j 电影信条竟然是真的，IQ260的人类百年前留下了让时光逆转的方法，麦克斯韦妖是时光机器的关键
BV1ch411x7s1 【许蓝方博士】【答疑解惑】总做春梦正常么？
BV1z64y1874k 藤本豆 一种可常年开花结果多年生的神奇豆角 你们那有吗
BV1bq4y1T71u 什么是腹膜系列——大网膜？（字幕已翻译加修正）
BV1uQ4y1C7Rq 世界上海拔最高的沙漠在哪儿？带你看看它究竟有多美
BV1jq4y1r71G 坦克破防日志-装甲篇p1【大橘一定】
BV1wQ4y1D7SE 各国报警电话，（出国防身必备）
BV1of4y1j7mL 【防脱干货】 洗头掉头发，不知道如何正确洗头的进！
BV1G34y1o7n8 生菜可以生吃，居然是因为有毒？
BV1Kg411K7Tv 即使在你无法理解的尺度下，伽马粒子一样可以冲击你的大脑🧠
BV1VL4y1a7vj 美国又来骚操作？恢复华为芯片供应，还坑了自家企业80亿
BV1db4y1t7pt A型汞锰星的生命历程
BV1G341117au 买试剂的大无语事件
BV1AL4y187Bo 不到24小时，美英澳集体对华求饶：英美急着灭火，澳悲呼不想开战
BV1ZQ4y1r7GH 广东及多省疯狂限电，很多企业面临停产，背后又是何缘由？
BV14L411t7V1 热死个人｜正视中暑，小心“秋老虎”！
BV1Dg411N74U 病得不轻！去环球影城看植物？还是在大冬天...【天冬博物日志】【去看植物吧】
BV1JL41147wH 不予评价，自己看吧，哈哈哈
BV1Eb4y187t6 早泄只有几十秒，想法多还敏感，阴虚火旺怎么来恢复？
BV1AR4y1E7Nx 4种罕见而壮观的现象，宛如科幻电影，大自然鬼斧神工
BV1x341127tJ 《门诊的那些夫夫们》第一弹
BV1oT4y1Z7E9 温度和触觉领域的研究【2021诺贝尔生理学或医学奖 揭晓全程】【字幕版】
BV1fu411o7RX 【车量公开课】中国电动自行车厂家是如何对抗小偷的？
BV1Wq4y197cr 地球上唯一能拉出“方形”粪便的生物，每天量产100个！
BV1Vf4y137Rq 今日好奇：#马斯克登顶世界首富#假如你有这么多钱，你会怎么花？
BV1Xu411d7bf 无头公鸡存活18个月，人没了大脑也能继续活着！
BV1yS4y197pP “戴森球”建造——GTOC11冠军团队方案演示
BV13341117j1 献给这一学期学生化的同学们
BV1rQ4y1k7Ry 再现中国速度！中国不声不响建起500公里边境墙，偷渡者还有机会吗
BV1cf4y1J7qL 【抗炎第一步】去除引发慢性炎症的六类食物
BV14q4y1k7RM 100%提升投篮命中率丨从脑功能的角度解析投篮动作的奥秘【脑功能科普】
BV1th411J7Kb 【飞碟说】海豚，你怎么这么色！
BV14q4y167M3 扛板归，也叫蛇不过，蛇倒退。
BV1ZY411W7g7 浙江最有前途的5个市，发展都非常迅速，谁会成为下一个杭州？
BV1r44y1v7h7 鱿鱼的游戏反派用枪介绍 1911A 9毫米版
BV1sQ4y1q7SK “万木之王”柚木
BV1iT4y1d7iA 【对话高粱（下）】技术进步=国外引进？ 中国为什么一定要独立自主！
BV1LM4y1P7ZC 无责任展望下次寒潮 准不准再说【11月24日 阿准直播回看】
BV1s341187xv 神奇的楼梯，号称永远都走不到尽头，你知道原理吗？
BV1AP4y1b71N 皮肤科吴春燕：脸上痤疮两年非常影响形象 要想好的快 这两点不能做
BV17341187gb 早上出现这1症状，一定要注意，或患上抑郁症！快看看你有没有
BV1uQ4y1e7Ga 印度最牛火箭发射坠落的全过程，佩服三哥的勇气！
BV1yr4y1y7D9 高铁座位有什么区别？比二等座贵了3倍的商务座，到底贵在哪里？
BV1uL411g7uP 动物园里的猛兽为什么不能喂猪肉？
BV13A411F7Aq 想长高的朋友看过来！拍骨骺线亲身经历分享! and 成长的黄金年龄如何长高？
BV1Av411A7dZ 进了ICU，我还能活着出来么？
BV1gq4y1K7yR 西瓜霜续集——半个月了，等急了吗？以为我们做失败了吗？
BV1BR4y1E7Cm 中国首位太空行走女航天员亮相！神秘机械臂组件让美国担忧，恐成太空武器，航天员上演群口相声
BV1x44y1v7Sr 怎样识别用甲醛泡制的豆腐？
BV1BL4y1i7Ho 【数学】整活型示范：优雅地计算3+7
BV1ZL4y1i7ki 【“群论的精髓”专题】第1集：对称性、群和作用（合集见视频列表）
BV16h411t787 掏 掏 掏
BV17g411K7Ue 柴油机还有未来？船用柴油机了解一下，其地位50年内无法撼动【史秘师】
BV1R34y1Q7Vh 癌症往往有征兆，身体一旦出现这6种症状时，一定要引起高度重视
BV1dq4y1N7By 鉴别网络未知物体42：4种你可能见过，但不知道是什么的奇怪事物
BV1t3411b7eV 人工合成黄金有多难？有技术却没人愿意干，这是为啥？
BV1BT4y1976g 地球上最水火不容的生物，彼此结仇3600万年，谁能笑到最后？
BV17b4y1Y7fM 头顶稀疏，脂溢性脱发，三招教你恢复头发
BV1yU4y1g7NJ 真正的“宇宙速度”，从2天到6.5小时，快速交会对接是怎么回事？
BV1TL4y1a7RA 拥有速度1秒1光年的宇宙飞船，人类是否能到达宇宙边缘？
BV1Lq4y1Z7V3 【庖丁解牛】红烧牛肉面里真有牛肉！
BV1XQ4y1z7ei （尿液）尿出来尿颜色发黄气味重，是不是尿毒症呢？
BV11v411g7oi 整容后遗症你知道多少？协和医生告诉你，整形失败的概率有多高？！
BV1864y1h7En 艾滋病女传男几乎不可能？
BV1CQ4y1v7td 干掉千年老沙漠，创造上亿产值，中国人沙漠“养鱼”有多厉害？
BV15v411g7VP 数学分析 陈纪修老师 高清版
BV1PU4y1c7QD 为什么泰坦尼克号至今不打捞
BV1Tf4y1P7dJ 【科普】黄豆怎样变成豆腐？
BV1d3411C7hR 通过一辆列车拍摄的风景，如何找到所在的具体位置？线索藏得太深了
BV17Q4y1S7fx 怎样找松露
BV1QU4y1M7Uu 云南的车牌里藏了个大象！
BV16M4y1G7Zw 不止“核技术灭蚊”，中山大学比你想的更惨无蚊道
BV11g411V7RS 体毛越多，头发越少，就挺秃然的
BV1zv411T7ae 女孩天生脚变形，矫正手术后仍复发，医生说原因不在这
BV1rL411u7WH 【系统解剖】：如何识别大肠和小肠？结肠袋、结肠带和肠脂垂
BV1Xv411T7fB 那些你知道背后故事之后感受会完全不同歌曲~
BV1tQ4y1C77W 自学中医7年，我经历了什么
BV1mr4y1r7Hi 警告！你的个人信息即将全部被它泄露【四象Vol.46】
BV13F411a7dd 某新型动力飞行试验成功！三院31所再次发力，美国的担忧或要成真
BV1UL4y1h7hK 熬最深的夜？get最美的黑眼圈？皮肤科医生教你祛黑眼圈！
BV1bT4y1R7Hv 什么是爆炸成型？一声巨响锥形铁罐变圆球？成型工艺告诉你原理
BV1MF411Y7qu 中国的转基因玉米效果如何？带你去戴景瑞院士的实验田看看
BV1iQ4y1z7vV 叶叔华院士领衔真情吟诵诗歌《华夏星河闪耀时》
BV1ET4y1Z7vy 国宝也是会生病的！不要再嘲笑熊家的“脱裤照”了！
BV1yU4y1F7PH 太阳系中最大最神秘的行星，关于木星的七个事实，木星的秘密
BV1Mr4y117Ej 按摩真的管用吗？两张图告诉你按摩和不按摩的区别
BV1bq4y1K7aT 2021年全国公办本科高校预算经费排名（大学教育、学科建设、科研等经费）
BV1N34y1o7fy 今日好奇：奇怪的KIKI&amp;BOUBA效应，95%的人都中招了！？
BV1H44y1e7qB 每一步都激动人心！回顾神十三首次出舱完美表现
BV1pq4y1V7Kv 神秘计算机预言精准实现，2040年人类将会终结？它是怎么计算的？
BV1cA411F7PR 困扰你很久的毛囊炎，其实就这么简单！
BV1YU4y1A7iY 空气变食物！中国科学家实现淀粉人工全合成！速进！
BV1eL411G7mH 【搬运】=23=人類語言最大謎團，你能解開它嗎？
BV1Fq4y167zK 一动就疼，老人患瘤想手术来个痛快，医生：因为手术人没了后悔不
BV18P4y1j7D6 老外看女航天员王亚萍首次出舱任务 印度网友：下辈子要做中国人
BV1Z34y1o7nU 吃完w哥，但没有x生活，对身体会有影响吗
BV1Lq4y1k7h8 [中字英配] 皮带滑轮，一种和直觉相悖的传动方式
BV1af4y1F7wx 大咖科普 | 用手过度会导致gui头敏感吗？答案竟然是......
BV1mQ4y167NL 耗时22天时间拍摄番薯，植物的成长延时摄影
BV1rQ4y1r7yJ 【补档】铬——独自撑起一条彩虹的元素
BV163411k7zR 【酱油赶山】野生的夹夹虫出现了！（内附才艺表演）
BV1q3411k76x 盲人灯具/精神病治疗帽/龙卷风攻击/上班手环/宇宙时代【盘点那些离谱的专利申请 VOL.02】
BV1Hf4y1775N 在协和有个神一样的人，是中国消化病学的奠基人
BV1XP4y1h7df 婴幼儿的辅食添加除了注意营养密度搭配，饮食丰富多样化，饮食安全是同样重要、却很容易被大家忽视的事情哦#科学育儿#辅食添加
BV1NQ4y1X7Wu 胶囊咖啡机又双叒叕更新了？：James深度测评雀巢馥旋新系列胶囊咖啡机
BV1WT4y1o74f 【1080P高清】神舟十三号发射成功高能精华剪辑
BV17F411h7bb 把1000℃的熔岩，倒在防弹玻璃上，会发生什么？
BV15q4y1k7yS 传说被照进现实？罕见“超级血月”出现，三星连珠传说是真的吗？
BV1s44y1478W 天安门广场旗台下，为什么要装一台空调？用途有多少人知道？
BV1zU4y1P7Jd 李云龙的“意大利炮”不是来自意大利
BV1Qq4y1V72W 这几种药已经被很多地方禁用了，大家一定要注意，不合理使用可能会对身体造成损伤
BV13u411f7h8 人为什么进化出苦味这一味觉？感受不到苦味的人都被淘汰了！
BV1PU4y1u7nz 没有珠三角，广东什么也不是？【中国省份16】
BV1gR4y1E7Yg 我怀疑你们想吃席，但我又没证据！
BV1cL411x73G 甲状腺结节的病因
BV1MP4y187eY 如果地球突然停止自转，将会发生什么？看得我直冒冷汗！
BV1yU4y1u7b8 中国西北气候迎来巨变，楼兰绿洲正在复活，能否重回盛唐时期？
BV1334y1U7qA 竖直圆周运动超失重
BV1BL4y187yQ 售楼处从不说的秘密，四个楼层很难卖，购房过程中需谨慎购买
BV1a44y1v7Mp 5个实用又炫酷的生存装备，户外照明神器，最远能照800米？
BV1844y1v7tu 最强排便的5种食物💩拉粑粑轻松、超通畅，便秘清肠救星
BV1KM4y1G7bN 别被骗了 手机前置镜头里的根本不是你
BV1tQ4y1z7Y4 【陆讲近视】6.恢复近视方法1：望远+聚焦
BV1pq4y1g7ES 超越认知的印度 | 老高與小茉 Mr &amp; Mrs Gao
BV15Q4y1q7nv 日本第一部真正意义上的动漫，也是第一个引进中国的动漫
BV11F411e7s1 激光剑？？新思路？导光条led车灯测评
BV1dg411K7HH 【脑科学】焦虑症：抗焦虑药“安定”，氯离子通道（科研历史24）
BV1LA411w7Wy 9个你从前不知道的事物，他为什么可以安全的站在漩涡中？
BV13f4y1H711 O型恒星的生命历程（黑洞结局）
BV1eL4y1z7dC 2020神经病学
BV1nu411o79F 快叫人！木星“又双叒被打”啦！
BV1kg411V7Ee 世界万马之王有多厉害？13个壮汉拽不住它，5吨东西都能拉着跑
BV1rR4y1t7iM 今年最亮的彗星C/2021 A1(Leonard)即将光临地球,肉眼可见！
BV1E64y1Y7wk 太阳系自由落体的速度对比
BV1TS4y1X7Yt 【地质科普典范】中国最大的火山——长白山
BV1mU4y1P7hB 超前5年预测新冠，比尔盖茨再出预言：比肺炎严重的灾难已出现
BV1dU4y1M7f4 唇炎、口角炎、裂纹舌、阴囊炎！补B族！！！
BV1X3411r7dC 普京再次表态中俄不会结盟，这是为何？专家解析：高度的政治智慧
BV1Eq4y1N7JL 张衡发明的地震仪，为什么被从教科书中删除？专家称房梁下吊的一块肉都比它强
BV14P4y1b7EG 【科普】咖啡戒断反应
BV1vQ4y1S7vk 为什么只有人类在上完厕所有擦屁股的习惯，而其他动物不用？
BV1vF411b7Ky 最新探测数据：对撞机中已探测到中微子！“黑洞危机”可能性分析
BV1ET4y1o7BE 你有碰到过隐翅虫吗？
BV1T3411k781 【科普】ybb在古典叙利亚语中是什么意思？
BV1j64y187NV 黄金是从哪里来的？
BV1m34y1Q7b2 【病例分享】22岁男性，诊断克罗恩病4年，累及整个结肠和直肠，并发肠瘘。CT影像表现跳跃征 | 梳齿征
BV1fQ4y1C7dM 【苑闻其详】东西方管理文化的有何差异？物理学也可以诠释文化？
BV1sh411471w 【许蓝方博士】【答疑解惑】人工受孕可以为爱鼓掌么？
BV1SS4y197Ui 七叶一枝花已经不能随便采挖了！
BV1x34y1d78y 曲黎敏：人一定要活明白了，不要做伤肝伤肺的事，更不要憋屈！
BV1uQ4y1S7pF 隔日断食有奇效？真正断食的人都怎样了？
BV1Uv411g7vG 测评学校铜牌的含铜量
BV1GM4y1P734 “居家神器”解决漏水渗水问题的胶带，你心动吗？
BV1sr4y1C7Zt 劲爆消息! 国产003航母新一代舰载机J35完成首飞 美国网友无语了
BV1hf4y177Gi 【探谜】钴60被盗案：他偷走电厂63枚铁疙瘩，卖了，结果摊上大事了！
BV1Dq4y167WJ 曾扬言要“摧毁人类”的机器人索薇娅如今怎么样了
BV1GQ4y1a7Kc 与陌生人一夜情后才知道对方有艾滋病 怎么办？
BV1fF411h7kC 大复活重制的棘龙vs鲨齿龙大规模团战
BV18U4y1M7Zs 只用五个月，疫情后的大武汉登上AI计算之巅
BV18u411f7e6 【3D微生物】：致命的埃博拉病毒
BV1cr4y1X7VW 来看东南亚烂肉王是如何玩弄凝血系统的?蛇毒破坏凝血系统的秘密!
BV1Dr4y127pJ 配你的宝石千千万，冷皮暖皮各一半~
BV18Q4y167c1 双孢蘑菇的一生｜现代农业种植和收获口蘑
BV1v34y1d761 上颌阻生智齿拔除术，拔牙真的有那么恐怖吗？胆小勿入
BV1bg411F79N 学一门语言所需要的时间，中文降维打击
BV1vb4y1B7xj 今冬第四次寒潮天气又来了！南京上海等地最低气温逼近冰点！
BV1kU4y1A76p 【manim】五分钟科普微积分系列：二阶导数的几何意义
BV1dU4y1A7XM 祝融号失联1个月时，火星上发生了3件大事，揭开几百万年前秘密
BV1yQ4y1B7jS 痛风石到底长什么样？
BV1VL411s7rZ 《诗经》里的离别之花一蓼花
BV1SM4y137xR 大咖科普 | 手y会导致“龟头”敏感吗? 其实不一定，主要看......
BV17F411a7Rm 【色彩重铸】22 钴颜料的查漏补缺
BV1a34y1S71W 脖子上长的小肉丁是什么？
BV1wP4y1Y79Q 用铀做成的玻璃杯，还曾受到了富人们的追捧，贫穷使我远离危险啊
BV1Zy4y1G71S 【健康科普】许蓝方博士：玩归玩，闹归闹，别跟老娘玩双标
BV1Gf4y1M7Xv 茫崖，大漠孤城，我国最年轻的城市，四周被无人区包围
BV1X341117s6 天舟二号货运飞船完成绕飞和前向交会对接
BV1Q44y187Et 泡面为什么是卷卷的？
BV1kq4y1T7gn 中国航天材料落入日本手中？当局下令封锁现场，进行调查
BV1Ar4y1y7kK 【医学3D】：割个双眼皮，没你想的那么美--“眼睑重建术”
BV1ab4y1a7Cm 获诺贝尔奖的原始论文长啥样？
BV1oq4y1V7Dj 帝王蟹若入侵全世界，会有什么可怕后果？可以靠吃“拯救世界”？
BV1t341187sg 云南惊现1.5吨印度野牛，实力碾压老虎，它会破坏我国物种平衡吗
BV1nL411u7wJ 内蒙古锡林郭勒现“雷打雪”奇观
BV18g411K7gb 一个头骨80万，被人疯狂“取脑袋”的鸟，被活取骨后只能等死
BV1ET4y197Y2 你眼镜上长的绿色物质到底是啥？放大200倍像绿宝石！
BV1bT4y1d7g2 女人Si处的秘密？（男人慎入）
BV1Eq4y1N7GT 十问十答，搞懂乌龙茶，乌龙茶知识盲区全面解答
BV1gL41177zt 4种罕见的天空奇观，如梦似幻，大自然鬼斧神工
BV16L411T759 爱荷华战列舰406mm舰炮工作原理（3D动画）
BV1Cr4y1C7hx 新疆有个地下长城！
BV1h3411t77T 石家庄最近有多忙？一张重点项目分布图告诉你
BV1sQ4y1y7Hh 29岁腿疼3个月，查出疑似肿瘤内心慌，门诊讲述病情难忍泪水！
BV1Yv411g7rm 头发少是什么原因？怎么才能让头发稀疏变的浓密起来？
BV1qL41137uj [国家地理频道] 揭秘埃及帝王谷 全4集 1080P英语英字 Secrets Of Egypts Valley Of The Kings
BV1G34y1Z7Bv 桃子上长了蘑菇——裂褶菌
BV1Kf4y1w7wN 怀孕会不会捅破
BV1pf4y1J7fa “第一次”（鼓掌表情）记得做好这个准备！
BV1wL4y1a7S7 不能打电话的时候，怎么报警？
BV1G34y1U7HP 午睡要睡多久最好？纠结的小伙伴快来看看
BV1Bw411f73J 皮蛋在外国人眼中到底有多恐怖？
BV1Hb4y1U7pB 32岁小伙熬夜玩手机上腹痛，可接下来的检查结果令人瞠目结舌
BV1hv411u7wR 给大家整理了一些妇科常用药，希望对你有帮助
BV1zg411V7Nz 近视恢复训练，每天十分钟，恢复视力，真的有用吗
BV15f4y137mc 8大方法教您改善脂肪肝
BV1X44y1a7EB 月亮，啪！一下消失了！地球上会怎么样？丨果壳视频
BV1Zf4y1N7tQ 我打我自己了属于是
BV1gQ4y1B7rt 鳄鱼是两栖动物那水猴子算不算，巨齿鲨乱杀利维坦鲸？
BV19P4y1b72k 又想秀肌肉，又怕被打脸，印度同步召开航展，飞机没一架是自己的
BV1iv411u79f 刷牙后口腔黏膜脱落，嘴里掉皮，这是什么病？|牙医
BV1FL411t7rr 科研方向系列｜工程物理系博士揭秘 - 光电半导体，未来芯片
BV1hQ4y1C7u9 女生的膝盖上，为什么会出现淤青？
BV1pf4y1J7vS 医学3D：什么是糖尿病？
BV19P4y1G7fi 公园散步拍这个一天变三种颜色的植物
BV16S4y1d7WV （搬运）【老高与小茉】20211117-這一期一定要看，NFT | 老高與小茉 Mr &amp; Mrs Gao【猫哥没猫】
BV1aP4y1h7SU 如果地球也有星环，会发生什么，地球45亿年前的星环去哪里了
BV1K44y1Y7bw 【许蓝方博士】【答疑解惑】女生做结扎手术有影响么？
BV1iM4y137ZK 【未成年勿进】裸睡到底是一种怎样的体验？对身体有好处吗？ 奇怪的知识又增加了
BV1k34y1o73z 男友今天刚进去几下就缴械了，是怎么回事？
BV1W3411k7RF 【中文字幕】《飞机蒙皮的四种平头铆钉的接法》✪ 1942年二战时期美国工业教学片 迪士尼制作科普动画影片
BV1RU4y1A7Qb 曾经有着“铁杆庄稼”之称的柿子，为何如今没人吃？是不好吃吗？
BV1ou411Z7db 车轮星系：宇宙深处横跨15万光年的大轮子
BV1Wg411c7B6 腹胀、大便不成形代表有肠息肉？错！这些才是直肠息肉重要信号！
BV1Tv411g7CU 【地理】灭绝恐龙的巨型陨石与惊天海啸（希克苏鲁伯陨石坑，6500万年前）
BV1334y1X74u 最强人类之眼韦伯太空望远镜即将升空，对比哈勃太空望远镜，到底强了多少？
BV1xv411w76g 软体机器人【哈佛大学】
BV1iM4y1g7Mm 【中国空间站】天舟三号与空间站组合体快速交会对接全程回放（1080P 60帧）
BV17f4y1T74A 浅析环境丰容 对爬行类日常行为的影响
BV1G34y1R7ea 好色女人的15大特点
BV14b4y187Fi 太空相声三人组：我XX出舱，感觉良好！
BV1yP4y1h7od 甘肃省天水市有轨电车“伯约号”
BV1Jq4y1u7ya 你知道全国有多少个“州”吗？中国大宗地名里使用最多的字，仅涵盖省级和省下辖行政区，直辖市及特区下辖区剔除
BV1bg411A7fx 磁场中的电弧
BV18r4y1Q7uy 荨麻疹的病因与调理
BV1UL4y187wk 宇宙射线谁也没见过！吴姥姥的扫帚我也没见过~
BV1iF411a7Lt 老舍的嘴有多毒，看看这个植物就知道了！
BV1Nf4y1E7iG 他看到了，以前人类看不到的世界！
BV1cF411h7vM 这个树你们认识吗，乍一看以为是树有两种叶子。
BV1qF411a7Af 为 什 么 呢？
BV1HT4y1f76t 【野采】寻找昆虫中的伪装高手
BV1Qf4y1K7Nf 将网红飞机从165米高大坝扔下,有趣的现象发生了,网友我能玩一天！
BV1bR4y147vh 房地产项目的工程全流程，划重点了划重点了
BV1jQ4y1U7sA 被拍到的无法解释的视频
BV1bQ4y1a7ce 想长高必看！超硬核超系统的长高科普视频
BV13L411x7JW 电视剧里经常有把手榴弹扔回去的操作，现实中能做到吗？
BV15f4y1K7Vt 【4K 100FPS】空间站组合体第一视角，看绝美太空大片！
BV1ZY411x7tL 什么食物会让J子更“美味”一点？
BV193411177e AI大时代必不可少的另一条腿——人工电子感官有多重要？
BV19T4y1d7js 为什么我们找不到外星文明？答案也许藏在虚拟世界里 | Metaverse | 元宇宙 | 双语 | 坐标系
BV1PQ4y1X7td 解题得WIFI密码
BV1Sr4y1r7yf 被拍到的无法解释的视频
BV1VQ4y1r7pc 磁共振加液氦
BV1DQ4y1z7Pk 女生在吃东西时，为了不被蹭掉口红有多难？
